0.0,0.0,0.25
0.05,0.0,0.25
0.1,0.0,0.25
0.15000000000000002,0.0,0.25
0.2,0.0,0.25
0.2,-0.1,0.25
0.2,-0.2,0.25
0.12000000000000001,-0.2,0.25
0.04000000000000001,-0.2,0.25
-0.03999999999999998,-0.2,0.25
-0.12,-0.2,0.25
-0.2,-0.2,0.25
-0.2,-0.12000000000000001,0.25
-0.2,-0.04000000000000001,0.25
-0.2,0.03999999999999998,0.25
-0.2,0.12,0.25
-0.2,0.2,0.25
-0.12000000000000001,0.2,0.25
-0.04000000000000001,0.2,0.25
0.03999999999999998,0.2,0.25
0.12,0.2,0.25
0.2,0.2,0.25
0.2,0.1,0.25
0.2,0.0,0.25
0.15000000000000002,0.0,0.25
0.1,0.0,0.25
0.04999999999999999,0.0,0.25
0.0,0.0,0.25
