Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.480484,-0.1,-0.0729129,-0.000632204,0.00303025,1.51548,-7.75981,13.6395,-8.18177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.480484,-0.133333,-0.0758695,-0.000311839,-0.00183991,1.76377,-8.63867,14.818,-8.74675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.474649,-0.166667,-0.0735221,0.000336126,0.00203105,1.50298,-7.82549,13.9538,-8.48422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.480484,-0.2,-0.07703,-0.00195163,-0.00374625,1.4414,-6.57989,10.7824,-6.16509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.474649,-0.233333,-0.0696933,-0.00486906,-0.00372256,0.100992,-0.379478,0.647161,-0.394757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.863773,-0.266667,-0.0679899,0.0135507,0.0158899,0.279641,-0.773512,0.74634,-0.247164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91608,-0.3,-0.00647939,0.0577902,0.0150447,0.448324,-0.585632,0.256819,-0.0383098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.477261,0,0.053486,-0.0301835,0.00982558,9.49083,-48.0575,84.4021,-50.7538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.497815,0.0333333,0.0326073,0.00519906,0.00629793,8.63002,-41.5125,69.3236,-39.7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.474649,0.0666667,0.0393884,-0.00185286,-0.00325003,10.6348,-53.8375,94.6268,-57.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.480484,0.1,0.0363935,0.000665751,0.00161896,10.1378,-50.595,87.6916,-52.1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.480484,0.133333,0.0380819,-1.2878e-05,-0.00116245,10.0918,-50.4676,87.5928,-52.1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.474649,0.166667,0.036419,-0.000628832,0.00158089,10.7202,-54.0772,94.8175,-57.0297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.480484,0.2,0.03931,0.00174892,-0.0031692,10.1841,-51.1434,88.9589,-52.9895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.474649,0.233333,0.0329925,-0.00424052,0.00720843,10.4998,-52.4156,91.3892,-54.7827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.940153,0.266667,0.0479856,0.0117748,-0.0128154,-0.129781,0.300149,-0.267978,0.0838623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97292,0.3,0.0016155,-0.0653004,-0.00850627,-0.512227,0.66467,-0.288957,0.0425427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
